,number of cases,Population at Year-end (10000 persons),Natural growth rate (‰),"Number of employees at the end of the year (10,000 Persons)",Number of the registered unemployed at the end of year,Average annual salary per urban employee ( Yuan),"Number of average employees on site (10,000 Persons)",Population density (person / square kilometer),Per Capita GDP(yuan),Secondary industry as percentage to GDP,Service Sector as Percentage to GDP,"Total retail sales of social consumer goods (10,000 Yuan)","Government expenditure on Science (10,000 yuan)","Government expenditure on Education (10,000 yuan)",Number of secondary schools,Number of theaters,Collections of public libraries (100 people),Number of employees joining urban basic medical care system,Persons covered of unemployment insurance,"Population (registered residence population) at the end of the year (10,000)","Number of male population (registered residence population) at the end of the year (10,000)","Number of female population (registered residence population) at the end of the year (10,000)",Province,City
178,5,654.47,9.21,47.68362,29186.8,55494.054,41.6125,223.915,29689.0,47.55500000000001,33.739999999999995,5572335.4,22438.6,987767.2,247.2,6.0,20.76,442861.4,263820.4,608.3480000000001,318.86196,289.47806,Yunnan,Qujing
179,5,639.636,5.0200000000000005,32.64028,23506.6,51380.628,29.896000000000004,284.355,28499.0,35.69499999999999,44.1325,5827110.2,31422.4,700509.6,324.0,6.0,23.07,676503.0,293078.4,638.295,283.72799999999995,260.54799999999994,Hunan,Yongzhou
180,5,558.012,8.308,57.15583999999999,17064.6,50964.426,54.211999999999996,2574.625,37804.8,51.3575,43.6225,14986729.2,40500.6,737403.6,298.8,10.0,52.385,1346325.8,771636.0,558.184,280.29200000000003,277.95,Guangdong,Shantou
181,5,394.76199999999994,5.806,59.75532000000001,55262.2,60223.59199999999,56.48,412.62,54327.2,48.40000000000001,43.945,11608270.8,93810.4,677403.8,188.0,1.0,57.475,1351166.5,787902.8,394.81800000000004,198.71200000000002,196.09,Guangdong,Jiangmen
182,5,736.7046356281288,8.452084975172317,79.77164340226972,33259.055775586196,51217.944057427914,73.11279475212443,781.8759070607697,47939.724052917656,48.76326401843986,40.62391684997387,13750409.664225439,78917.19415528655,855402.751153734,354.5057243147914,11.29861568248065,27.78535463955559,950555.8836467545,621459.515210105,734.3041475163561,,,Henan,Luoyang
183,5,331.72,10.67,30.65232,24728.2,67093.674,28.785999999999998,946.885,30155.2,49.8125,39.1225,5004952.4,30482.4,341506.4,165.2,6.0,18.415,677800.2,304246.0,331.564,188.222,170.792,Anhui,Huainan
184,5,416.23800000000006,9.714,21.84894,7121.2,55310.672,21.428,113.95,30739.8,51.705,31.4175,2487417.6,27737.6,633962.8,172.0,7.0,39.185,375918.25,126124.8,416.14356000000004,216.66464,199.52092,Guangxi,Baise
185,5,444.82199999999995,1.91,130.0989,38494.6,63550.044,121.098,535.115,96356.8,50.16,45.6025,17753623.4,239884.0,976823.8,185.0,35.0,81.10499999999998,2438286.8,1237492.2,444.96,222.06394,222.8099,Zhejiang,Shaoxing
186,5,794.448,15.886,46.540279999999996,22789.33333333333,57495.046,43.21,681.825,43801.6,40.2475,43.80499999999999,13293047.4,16155.0,1011427.4,261.6,2.0,17.89,1603049.2,269604.2,794.324,425.11,369.18,Guangdong,Maoming
187,5,518.1101675190123,7.859702195061727,82.9155533429037,37454.10215441976,49548.23537902444,81.35412010049383,559.0655286185186,57252.29288256173,48.34376425864197,39.03921205648149,17209619.45251741,225371.4188175309,835864.3512773084,222.04592244444444,33.918352716049384,59.031366367283944,1371835.4897946422,582254.3140126419,514.3925169773582,,,Hubei,Huanggang
188,5,313.096,14.464000000000002,31.479000000000006,16493.0,58727.566000000006,28.496,161.60500000000005,73147.0,51.405,37.3175,7298365.2,67208.4,553762.0,169.2,8.0,58.94,510953.2,363103.6,313.0300000000001,162.23799999999997,150.638,Fujian,Longyan
189,6,1144.048,16.758,90.10544000000002,24811.0,59356.15800000001,82.88199999999998,650.6949999999998,39250.4,44.285,46.8375,23001310.8,51248.2,1332191.6,336.6,7.0,31.305,1312147.4,605701.6,1143.986,592.6479999999998,551.3100000000002,Shandong,Linyi
190,6,353.49800000000005,0.24250000000000016,26.426680000000005,24070.0,59557.6,24.424,278.92,43147.0,54.3475,34.825,6072343.0,15795.8,389372.8,206.4,1.0,18.965,673898.6,213461.2,353.37800000000004,180.06,173.26,Sichuan,Leshan
191,6,886.5820823415801,8.05204547364,69.5278385037748,51258.5635892015,56896.69535287833,63.27254091429501,624.40187572495,40441.0404253381,46.140885786424995,42.129511933425,16376329.174504032,50747.772115405984,1099781.7493064217,340.1994079139999,16.75083018,25.675371538949992,1182657.7433786732,578150.0495508981,889.1101560459667,,,Hebei,Baoding
192,6,353.116,2.53,79.18498000000001,26927.4,75022.12,67.61800000000001,890.345,86528.8,53.16,43.2975,16450660.8,185000.6,952963.0,172.0,31.0,204.605,2467967.6,1221303.0,353.278,173.56426000000002,179.74424000000005,Zhejiang,Jiaxing
193,6,360.7156773576784,4.998117501028708,50.871608931746515,21774.89547372648,57610.185726951655,48.088914808819,317.4653725482367,44614.70762446227,44.58017972600051,48.31884060106459,7913037.00629272,48929.42373682772,520227.9016921358,227.29380967716446,14.483180193910705,66.67158320270201,838962.423753769,459622.8027288861,360.6373494435848,,,Shanxi,Taiyuan
194,6,553.876,3.95,36.3128,29909.8,62293.2,33.461999999999996,416.805,37717.0,55.59,30.7075,7676760.8,27604.4,688398.8,283.0,10.0,22.785,599416.2,238629.2,554.016,287.94,266.06000000000006,Sichuan,Yibin
195,6,566.938,6.526000000000002,46.32286000000001,36587.2,50078.225999999995,39.714,379.35,53590.2,48.285,41.13500000000001,11291229.0,52880.6,586714.2,301.2,28.0,22.275,838274.6,373402.4,566.4225,294.438,274.278,Hunan,Yueyang
196,6,376.324,4.444000000000001,31.1275,15568.6,50750.53400000001,18.652,310.38,16570.6,47.07250000000001,36.395,2823358.0,7071.0,451936.8,214.8,11.0,17.625,210954.8,96004.8,376.42400000000004,196.54,179.94,Sichuan,Bazhong
197,6,737.3029446700041,8.439557306850471,80.23294896242102,31872.05949395861,51084.05766125644,73.50538106893273,802.8416341981543,47292.92938977883,48.82464828633586,40.27367797330546,13464165.628507134,76277.34043230565,850155.9078973163,350.31277260244417,11.651856727979359,27.735044948859294,925588.4092232048,620423.8828907787,734.9469240174465,,,Henan,Pingdingshan
198,6,560.214,5.644,131.29994,52282.2,69032.88,113.402,281.925,65668.2,39.7925,55.5675,23062677.8,154198.0,1071097.0,300.2,40.0,57.475,2250322.8,968250.8,673.28,346.22786,327.05138,Yunnan,Kunming
199,6,278.76,-0.7240000000000001,22.35254,25064.8,50993.956,20.8,269.195,28342.8,40.62,44.445,4642072.6,9471.0,293291.2,130.6,16.0,12.14,636351.2,240055.4,278.84,142.79999999999995,136.134,Liaoning,Huludao
200,6,378.49,13.39,26.98412,27183.4,56820.292,20.926,627.71,42511.8,47.0675,38.655,6539573.4,111111.0,473819.2,172.4,12.0,31.695,601679.8,223175.0,378.528,196.258,182.17400000000004,Anhui,Bengbu
201,6,462.08600000000007,2.708,32.838440000000006,27223.6,61084.15800000001,32.312,51.585,41333.25,43.38,40.3275,6987373.2,15432.6,820398.4,147.8,13.0,39.01,670629.4,266336.4,462.8575,220.80176,210.10024,Inner Mongolia,Chifeng
202,6,359.61541928630936,4.872130556698565,44.84923436860723,18680.950526362754,56543.63769661295,42.207683120910005,294.16708060915187,41648.60847162474,45.35381080666723,46.902045112294,6961835.073658579,36845.13748536413,502708.84632459533,227.7264551968494,13.425755771011893,54.347870225224455,702481.2263930767,410033.7808098735,359.70566604842753,,,Shanxi,Yuncheng
203,6,854.9844905757382,8.227850021003999,67.27635635415228,51460.13994812165,57020.33028816616,61.339195005724505,632.7830632974449,41561.21346787191,45.9529743650675,42.403463126767505,16245445.831954438,52417.789326946586,1079781.144237064,328.6193487053999,15.025913198000001,26.439408692844996,1162876.2427165403,583363.494505988,857.8281716505633,,,Hebei,Handan
204,6,578.9269142143391,2.7644957486405612,131.6401589055751,30292.463292042426,71684.11742909114,119.05057045141,738.4286430041047,101482.37380156331,46.374148110584024,47.977004815707446,24375825.86730177,337371.1999397946,1289143.2995456834,203.81856452161253,20.02783536700955,96.00457488166613,2326956.380541596,1398798.1134174978,578.9064582447741,,288.35562203431715,Jiangsu,Zhenjiang
205,6,,,,,,,,,,,,,,,,,,,,,,Hongkong,HongKong
206,6,495.64478427091353,7.8826724145678995,84.1269586771941,39360.89236986173,50444.85231692689,82.56193211054321,572.4265814803704,60280.3471708179,49.23189068450616,39.13288326212963,17958838.897769146,240324.88069928397,833207.0064050393,214.15051468888888,34.51018798765432,62.38250300401235,1442655.8387741062,618254.5854139061,491.50326867509403,,,Hubei,Huangshi
207,7,1043.92,2.53,282.04994,246174.2,91544.412,242.112,857.4549999999998,112238.75,44.68750000000001,54.1375,53788917.2,1153322.0,4817743.4,518.6,27.0,161.215,6421408.0,3040200.0,1043.9160000000002,522.168,521.748,Tianjin,Tianjin
208,7,651.762,8.662,119.43402,11214.6,50912.612,28.288,650.125,24478.6,38.665,41.515,4667349.0,38548.6,612324.2,247.2,4.0,9.54,440131.0,202769.0,651.568,338.2820000000001,313.3,Anhui,Suzhou
209,7,389.898,0.15399999999999994,32.0978,20155.4,67486.01400000001,28.894000000000002,661.91,51360.6,54.59,33.0,6941960.0,25276.6,348180.6,147.4,11.0,42.2,824620.8,327477.4,389.798,198.36,191.38,Sichuan,Deyang
210,7,608.008,9.540000000000001,67.62280000000001,31644.06666666667,62658.793333333335,58.36483333333333,257.24666666666667,36500.6,44.02666666666668,41.67,10180335.466666669,61837.466666666674,972797.8,258.99999999999994,23.0,30.53,984350.8666666669,452032.8000000001,501.5974511904762,260.4195945039683,241.1753841507936,Yunnan,Zhaotong
211,7,476.8850102466,4.366858911799999,66.719775853612,32789.78289198,58278.3520598708,61.4630404914,342.95057930449997,55320.21859645999,52.028552628,37.43038319975001,10549948.845794937,78706.14653930001,743361.7229653599,255.53745632,20.5810407,41.36964521149999,969388.8579836402,490705.88810384006,476.8850102466,,,Shaanxi,Hanzhong
212,7,602.570984538519,2.934226190843681,138.21721266754244,31532.698929891845,71878.21415440584,124.89784510151847,740.736615542882,100432.7102478374,46.151967196013565,48.044082109223396,25315314.857094213,353049.7691659327,1336606.5533568896,210.97383871558273,21.260745779856435,95.13838833410199,2431454.348275565,1466279.9836803824,602.5523396482182,,299.9817606523415,Jiangsu,Yancheng
213,7,518.2678626980048,7.524339656024691,89.4018765449135,41142.761606847904,50950.20174861957,86.19092532159752,571.5042396284074,60880.10688789969,48.441329752956776,39.565671588342596,19099082.78754606,261087.96876921234,882124.0270455433,222.70556615777778,37.36120678641976,63.75175330441357,1527168.702651517,652189.5439552966,513.8040955426035,,,Hubei,Xiangyang
214,7,412.19599999999997,-1.1900000000000002,21.33788,18450.4,54976.788,18.465999999999998,635.21,37771.2,53.28,28.697500000000005,3884932.2,14994.8,338048.4,242.0,7.0,24.78,378241.0,87939.2,412.19599999999997,214.76,197.34,Sichuan,Ziyang
215,7,481.838,5.674,89.3111,24454.4,73282.60800000001,59.26800000000001,435.51,66313.4,44.93,51.1225,18862151.25,174957.6,1003615.4,242.6,26.0,62.43000000000001,2146372.2,818428.6,481.7360000000001,244.97716,236.78364,Zhejiang,Jinhua
216,7,752.2860000000002,1.5319999999999996,124.52169999999998,72997.8,68364.798,120.71,366.26,79828.0,50.28,44.215,26406902.08,102677.6,1093918.0,338.4,35.0,87.96000000000002,2106783.4,961682.6,752.2860000000002,377.95,374.45599999999996,Jilin,Changchun
217,8,279.33966490299827,6.108772486772487,34.97472417401529,14720.825485008821,59974.70007054674,31.173680776014105,162.75611919459143,36892.35167107584,36.802768959435625,49.729101631393306,5451084.477630804,31069.583627278076,481838.93256907706,183.42621987066428,11.530423280423282,34.262762345679015,451824.6290123457,254718.82698412702,279.33966490299827,,,Gansu,Lanzhou
218,8,748.7979409813377,8.36366112730717,81.96017755991575,32537.170126889185,51163.65603867353,74.96013980686158,809.0360764780313,47962.401749097415,48.701458172091584,40.290089838192486,13852529.470407609,79099.10979445935,869721.5017571374,356.94695744260713,11.895313843177982,27.928714612116583,917152.0365047518,630999.1817501639,746.3702189519429,,,Henan,Anyang
219,8,279.75,2.036,17.34176,10267.4,63027.924000000006,15.254000000000001,227.335,41921.6,49.075,39.005,4652947.8,99118.8,383167.2,154.2,14.0,28.385,414073.2,149693.4,279.82599999999996,144.546,135.37,Anhui,Xuancheng
220,8,486.24731127125995,4.5969448029799995,70.36891743897321,34670.04118117799,58509.93406585788,64.95674454054,363.14113723494995,57353.62045610599,52.7129078908,37.39942151972501,11232911.390374431,84883.08119323001,761033.6152618959,260.011201952,22.23914477,43.42060973264999,1019889.7437820041,516702.47691422404,486.24731127125995,,,Shaanxi,Yulin
221,8,508.516,3.7319999999999998,36.00548,15560.6,58771.20200000001,32.760000000000005,414.71,34423.2,57.7625,30.15,6348489.6,32039.8,648006.2,218.8,8.0,25.265,578186.6,231815.2,508.37599999999986,262.88,245.56,Sichuan,Luzhou
222,8,835.6189396333118,7.833235023104399,66.87622198956753,46614.33394293381,57511.70471698277,61.02091450629696,609.8828696271894,42247.0548146591,45.80802180157424,42.570809439444254,16374625.295149881,52523.60825964125,1081065.1586607704,322.36128357593986,15.428504517800002,27.4478495621295,1163119.2269881943,572739.0439565867,839.1376554822862,,,Hebei,Shijiazhuang
223,8,326.2920000000001,1.0059999999999998,20.88774,23520.6,63443.52800000001,16.46,749.8499999999998,43916.8,55.35,33.565,5510811.2,27994.2,315937.2,137.6,5.0,15.2,476977.2,135222.4,326.1520000000001,166.04,160.2,Sichuan,Zigong
224,8,1059.41,12.264000000000001,34.32676,8486.4,52618.8325,32.78,1053.175,18038.2,41.2175,37.505,7693419.0,41987.8,892084.8,435.2,13.0,5.825,468201.4,255305.6,1059.41,552.7839999999999,506.52000000000015,Anhui,Fuyang
225,9,644.87,9.914,24.067120000000003,7859.2,52343.68,21.254,744.835,20816.6,39.085,41.1925,4871120.4,35099.0,510944.4,287.4,10.0,15.09,349570.6,154908.6,644.79,339.662,305.0900000000001,Anhui,Bozhou
226,9,640.446,8.638000000000002,97.64706,15443.0,59189.138,20.094,390.92,23034.0,44.6075,37.6425,5613880.0,62036.8,683711.8,365.4,13.0,9.42,509259.6,185244.6,640.4000000000002,323.92,289.12,Anhui,"""Lu'an"""
227,9,600.7180000000002,5.166,99.7733,23965.0,65074.00600000001,88.13600000000001,634.415,66180.6,44.7475,49.05499999999999,20177496.8,137451.8,1096206.4,267.8,47.0,53.66,1501468.4,990188.6,600.7040000000001,307.12334,293.61696,Zhejiang,Taizhou
228,9,508.496,13.318,56.29076,12435.8,62784.52800000001,46.466,387.97,61388.25,48.215,38.8325,8877637.2,52067.0,676000.0,207.4,10.0,90.315,732711.8,388039.6,508.456,261.10600000000005,247.474,Fujian,Zhangzhou
229,9,718.546,12.628,32.25636,14681.4,53688.71,29.54,553.0,26686.8,41.3425,40.7925,5849394.4,20960.8,776779.4,282.8,11.0,21.31,472617.6,165174.0,718.5296999999998,385.21668,333.37122,Guangxi,Yulin
230,10,585.2529064260974,2.9007051286008876,142.26766287273801,32539.014232191214,72861.51062782167,128.79075626317373,760.0855859692575,103337.5533438249,46.215003134168455,48.441126886855955,26032321.95379377,358918.76679408137,1341808.0574612657,205.81798015524296,22.126956993691547,99.63134128287905,2504937.544296762,1521804.9055019503,585.2369811596196,,292.2407853179062,Jiangsu,Nantong
231,10,496.826842398386,4.587839283277999,73.14392518287053,37129.865299295794,57790.87727244367,67.877418994594,390.8452509584449,53940.30250171659,51.65344867988,38.02786367169751,11920316.509411875,88346.44931255301,753111.0167880856,265.8323221472,23.163059247,44.554670705915,1075441.6381602045,544404.8246056464,496.826842398386,,,Shaanxi,Xianyang
232,10,384.504,9.118,59.82272,27086.2,60628.71799999999,48.426,204.32,64793.4,55.9125,37.06,10539319.0,39862.0,649096.6,156.0,6.0,51.255,975723.6,397170.0,384.51864,198.94588,185.51276,Guangxi,Liuzhou
233,10,532.2940000000001,8.704,42.2968,24108.2,59729.502,37.978,189.63,39594.4,42.3425,39.5625,8389890.6,33388.0,684093.2,214.0,25.0,98.25,759640.6,323459.8,532.33908,276.05773999999997,256.27133999999995,Guangxi,Guilin
234,10,571.3743607665664,3.234759369262494,136.96189693987168,32310.93840389823,72987.72775303872,125.12050674495634,762.601400274585,104176.69206258067,46.080195682950645,48.58640587815257,26013176.76562406,365926.287316703,1327726.53880444,205.650132474877,21.136722916283205,102.70413676617744,2537331.9400118976,1558832.2213097925,571.364595094975,,284.80823034236056,Jiangsu,"""Huai'an"""
235,10,542.4559999999999,2.282,51.29696,31865.8,64552.45,46.18,270.095,39613.4,47.42250000000001,37.7375,9815746.0,98077.8,554900.8,225.0,17.0,34.62,839255.4,323428.4,542.4159999999998,278.42,264.04,Sichuan,Mianyang
236,11,757.3064703800935,8.364838535794313,83.68460006391014,32776.24813534846,51399.02284125177,76.63001579398566,807.2788149099,48467.40026570391,48.66655538356436,40.27309582740532,14276437.26176812,81539.9304474233,885202.1085409465,360.4767546054476,11.221668099389849,28.46262891959102,930427.3589384019,644875.5005335081,754.8140668820724,,,Henan,Zhengzhou
237,11,697.1519999999999,7.011999999999999,125.19118,41832.8,77074.93000000001,116.824,571.855,123075.0,48.925,47.355,40565572.4,273500.8,1598412.2,306.6,16.0,115.96,2154992.6,1312678.6,689.19,388.008,381.218,Hunan,Changsha
238,12,400.338,12.944,105.80434,34995.8,70087.69399999999,93.788,481.73,67747.0,38.3175,57.3875,11557682.2,171249.2,1008523.8,313.0,22.0,134.20499999999998,1327520.6,695853.8,400.4904,202.448,198.112,Guizhou,Guiyang
239,13,206.082,10.330000000000002,237.41478,12034.6,58005.102,236.612,785.345,83834.2,47.3025,52.36500000000001,24382527.0,292353.2,1391656.4,227.0,13.0,520.345,5883112.0,4073035.2,206.062,103.76799999999999,102.28,Guangdong,Dongguan
240,13,572.0223885178408,3.1645100899749936,142.4634767044772,33244.533665736555,73951.70958019554,130.21516110995296,778.1522772187839,107520.16837508687,46.34444150471609,48.74862940724123,27190173.239902835,386220.955571834,1369442.011020166,207.16168112679063,22.224163140612685,107.2313780558834,2659248.2430897355,1629113.1614105457,572.0067947176653,,285.6482142148499,Jiangsu,Yangzhou
241,13,795.138,6.65,147.29292,75743.2,76511.364,140.07999999999998,692.98,111224.8,42.50750000000001,53.77499999999999,41127630.6,326948.8,2382124.4,304.0,43.0,75.89500000000002,3425287.25,1992442.4,795.1519999999999,394.478,400.75199999999995,Shandong,Qingdao
242,14,963.534,-1.15,129.80293999999998,92897.8,62371.02,122.426,183.51,59926.2,30.9225,58.305,36758923.0,94937.2,1202242.0,456.4,80.0,82.49000000000002,2531029.4,1038690.4,963.432,483.08,480.36266000000006,Heilongjiang,Harbin
243,14,592.274,2.6260000000000003,160.50172,67200.0,84580.526,136.66,596.36,113590.0,51.51,45.11,36424057.2,567611.6,1973653.8,295.4,90.0,120.84,4066795.0,2618648.2,592.252,293.9886600000001,298.2517200000001,Zhejiang,Ningbo
244,14,798.154,4.748,52.46464000000001,43627.0,50836.325999999994,47.992,519.6700000000002,37995.2,41.6225,44.2875,11036385.2,27774.6,812889.2,435.4,5.0,24.205,1446738.8,608382.8,797.4425,377.784,349.726,Hunan,Hengyang
245,15,580.5868799422901,3.34085701997307,145.43715645097544,33885.682409254754,74466.42200944136,132.99109657994939,784.1874523894596,108244.87363470894,46.092667774309625,49.06160090010594,28239433.51989536,405498.9367696674,1411849.8118678713,210.29719505962066,23.472175689890584,110.3534071371052,2759662.261788946,1704338.943057511,580.5727020036396,,289.8836153082998,Jiangsu,Changzhou
246,16,523.616,11.357999999999999,122.32173999999999,64307.8,66149.62599999999,103.508,700.98,80918.75,53.23,42.645,18128683.8,150720.8,935388.8,286.4,9.0,99.195,1327819.4,614098.8,532.3976399999998,278.13136000000003,260.34064,Jiangxi,Nanchang
247,16,386.858,4.524,46.34534000000001,17197.2,62305.246,42.49,638.49,74777.8,57.32,37.9925,8347898.6,478077.0,629435.2,210.2,9.0,47.555,925570.4,410604.2,386.75800000000004,199.59799999999998,187.08,Anhui,Wuhu
248,18,406.314,10.585999999999999,168.76548,22985.0,67535.086,166.828,1019.76,115564.4,59.6075,38.73,29463077.2,363089.6,1293391.6,198.6,55.0,102.67,3347465.2,2362231.4,406.228,200.86,205.40599999999998,Guangdong,Foshan
249,18,566.2,5.4,34.97592,14984.6,54724.515999999996,32.194,403.48,34243.8,50.12000000000001,37.4225,6938548.2,82705.4,667724.6,333.4,25.0,25.155,635878.0,256178.0,566.188,282.8660000000001,264.014,Anhui,Anqing
250,18,687.2520000000002,10.012,159.05486000000005,33829.4,69450.812,139.126,525.7349999999999,82385.5,42.92249999999999,49.57,38350311.4,158764.6,1461191.0,319.4,36.0,120.295,1835481.2,1188630.2,687.184,351.61399999999986,335.662,Fujian,Fuzhou
251,20,221.91,14.722000000000001,142.28258,27680.0,71965.698,128.30599999999998,1267.615,98127.0,42.59,56.7775,13026665.6,219052.0,1119140.4,93.4,5.0,252.605,2499640.0,1975360.0,221.54,109.42200000000001,111.62,Fujian,Xiamen
252,20,518.2678626980049,7.524339656024691,89.4018765449135,41142.7616068479,50950.20174861958,86.19092532159753,571.5042396284074,60880.10688789969,48.44132975295678,39.56567158834259,19099082.78754606,261087.96876921234,882124.0270455432,222.70556615777778,37.36120678641976,63.75175330441357,1527168.702651517,652189.5439552966,513.8040955426035,,,Hubei,Wuhan
253,21,735.6419999999999,-0.3260000000000001,133.7951,100109.4,68421.718,124.27,567.9749999999998,77192.6,43.5525,51.8925,38960623.2,213373.2,1139579.2,297.6,49.0,166.695,9764105.6,1408265.4,735.54,363.3,372.13599999999997,Liaoning,Shenyang
254,21,636.066,7.979999999999999,134.28816,33052.4,76925.51999999999,121.24799999999999,779.955,92709.442,37.315,58.09500000000001,37626693.0,133759.4,1273702.8,227.2,30.0,187.145,2401133.6,1392758.2,635.97,315.6482,320.288,Shandong,Jinan
255,22,442.7906315789474,12.22242105263158,99.71793157894737,30209.33333333333,62763.827368421036,96.31221052631581,792.5252631578948,66844.82421052632,45.45092105263158,45.84342105263158,17526431.694736842,335640.4736842105,1053729.4000000001,222.4421052631579,15.555555555555555,136.12421052631578,2497809.589473684,1579090.6947368423,443.428,228.03547368421053,215.88210526315785,Guangdong,Shenzhen
256,23,749.9860000000001,7.824000000000002,97.82208,29169.6,69714.45599999999,86.796,330.42,51788.2,37.0425,52.02,19605589.6,65054.0,1024527.2,347.6,21.0,106.13,1139221.6,518668.4,749.9231200000003,391.75026,358.11086,Guangxi,Nanning
257,24,733.13,15.254000000000001,148.37888,21382.8,57463.20400000001,141.882,652.845,79018.25,59.525,37.6575,27631022.6,131575.6,1284503.4,326.2,34.0,88.19,1239544.4,660305.4,733.154,379.848,353.836,Fujian,Quanzhou
258,25,1349.75,3.78,513.7295200000002,178279.5,74807.07400000001,242.646,1006.0,80589.0,43.505,52.915000000000006,56725564.4,473814.6,2310793.2,560.6,9.0,170.615,6629575.0,3829080.0,1350.23,671.0,679.22,Sichuan,Chengdu
259,25,819.382,7.836,108.46456,30100.6,70619.936,92.56200000000001,672.8050000000002,55519.2,42.92,54.42000000000001,28989343.8,141449.4,1606879.6,453.0,10.0,136.405,2597883.6,1140610.8,819.24,424.7393,394.54474,Zhejiang,Wenzhou
260,25,596.3943322455432,3.4118460215094597,151.281034639512,33989.87336381281,74112.8070870907,138.29548862456087,779.4418718040334,107174.44083737885,45.99229606464114,48.990185584729474,28710787.06757962,418389.9319057957,1453900.9820115538,214.12005621805304,24.73926612757447,112.42482307072868,2825372.3588496344,1748767.0771388581,596.3759867731503,,297.5778995627844,Jiangsu,Suzhou
261,27,594.7719999999998,0.8859999999999999,107.72952,83017.0,75247.886,101.558,472.515,105534.8,43.93250000000001,50.02,33857207.0,259410.2,1087217.6,289.4,6.0,265.935,4149643.0,1484521.4,594.794,295.56,299.168,Liaoning,Dalian
262,30,496.26372663822457,4.6538232116058,75.27699970115758,38227.01182922538,58626.85159968804,69.7769608940534,378.1737760542894,54529.812751888254,51.040793547868,39.03790003886726,12491831.820353061,95118.99424380831,763431.8984668942,263.89555436192006,24.2793651717,46.7101377765065,1105632.301976225,559485.4470662111,496.26372663822457,,,Shaanxi,"""Xi'an"""
263,37,740.67,6.1979999999999995,287.6693,38906.6,87834.288,264.61400000000003,433.765,123124.4,37.73,59.57,51015285.4,816017.6,2507756.2,327.8,78.0,267.4,6165799.0,3861586.0,740.6659999999998,368.67384,371.9833,Zhejiang,Hangzhou
264,37,3386.6079999999997,4.4239999999999995,630.3365000000001,141446.0,68272.86200000001,371.19599999999997,409.545,56001.5,44.045,48.735,70901432.2,526701.6,5777400.2,1141.2,12.0,37.74,11537283.0,4563488.6,3386.5,,1645.0,Chongqing,Chongqing
265,40,878.518,11.752,329.9521400000001,224317.0,90992.826,314.98,1140.99,142553.6,30.45,68.36,84995351.0,1185734.0,3366507.0,513.8,53.0,245.045,7470691.4,5134894.6,878.43,440.542,437.99000000000007,Guangdong,Guangzhou
266,42,1449.734,-1.03,670.8189800000001,230920.0,117481.352,625.842,2272.45,113177.5,31.52,68.065,109761100.8,3384230.6,8191809.6,802.0,81.0,518.125,15226880.0,8324420.0,1449.836,,,Shanghai,Shanghai
267,46,732.304,9.739999999999998,154.315,176493.6,72602.88399999999,134.558,625.0799999999998,81371.0,51.18250000000001,44.475,24002697.6,659171.0,1304910.0,356.6,49.0,66.16,2150476.8,1336439.4,732.2479999999998,377.82199999999995,354.39599999999996,Anhui,Hefei
268,49,589.946050110585,3.360603407779419,140.0082357656283,33698.30977641379,73646.28024763614,126.67144928798864,780.3947080966514,104150.39782486952,45.804780377305846,48.898661398939446,27121890.54970113,368168.54205239535,1364285.5190893656,208.25236823482632,24.873055829695588,102.22211715309244,2551464.463376529,1561509.9292264623,589.9332165249311,,293.7980702983832,Jiangsu,Nanjing
269,89,1355.3200000000004,3.5420000000000003,791.37708,88137.2,124811.882,737.55,816.0350000000002,116225.25,19.735,79.70250000000001,108608363.8,3287752.2,8950368.2,645.6,251.0,430.92,15591149.4,11337030.6,1347.1509666666668,674.3815000000002,672.7694666666667,Beijing,Beijing
